iter	Logloss
322	0.1136118995
323	0.1136009158
324	0.1135916726
325	0.1135826273
326	0.1135729776
327	0.1135576946
328	0.1135492459
329	0.1135295337
330	0.1135197774
331	0.1135091338
332	0.1134956586
333	0.1134865504
334	0.1134728664
335	0.1134615678
336	0.1134508722
337	0.1134349332
338	0.1134266723
339	0.1134159107
340	0.1134024661
341	0.1133875972
342	0.1133744244
343	0.1133592357
344	0.1133510945
345	0.1133358114
346	0.1133250488
347	0.1133134292
348	0.1133012124
349	0.1132866169
350	0.1132674229
351	0.1132599986
352	0.1132455591
353	0.1132313506
354	0.1132172746
355	0.1132084679
356	0.1131993758
357	0.1131906593
358	0.11317771
359	0.1131697455
360	0.1131599826
361	0.113151202
362	0.1131390924
363	0.1131298422
364	0.1131193496
365	0.113105745
366	0.1130922895
367	0.1130789945
368	0.1130674778
369	0.113059977
370	0.1130514523
371	0.1130422689
372	0.1130288707
373	0.1130232658
374	0.1130112941
375	0.1129927985
376	0.1129812147
377	0.112971254
378	0.1129563071
379	0.1129485485
380	0.1129388717
381	0.1129227639
382	0.1129139677
383	0.1129044458
384	0.1128887295
385	0.1128779972
386	0.1128639913
387	0.1128491534
388	0.1128394928
389	0.1128293891
390	0.112819952
391	0.1128091371
392	0.1127967274
393	0.1127868831
394	0.1127792263
395	0.1127659616
396	0.1127553925
397	0.1127445435
398	0.1127328033
399	0.1127223101
400	0.1127108324
401	0.1126995796
402	0.1126896184
403	0.1126749133
404	0.1126650692
405	0.1126550609
406	0.112643732
407	0.1126353808
408	0.1126259831
409	0.1126145233
410	0.1126050293
411	0.1125918727
412	0.1125860376
413	0.1125746178
414	0.1125679741
415	0.1125590714
416	0.1125497883
417	0.1125393406
418	0.1125234068
419	0.1125125276
420	0.1125059446
421	0.1124938888
422	0.1124828341
423	0.1124761602
424	0.1124689605
425	0.1124615013
426	0.1124498693
427	0.1124418486
428	0.1124301825
429	0.1124192094
430	0.1124101638
431	0.1124023806
432	0.1123886144
433	0.1123883685
434	0.1123816189
435	0.1123723773
436	0.112363406
437	0.1123569689
438	0.1123486167
439	0.1123431179
440	0.1123424496
441	0.1123310197
442	0.1123231259
443	0.112317498
444	0.112305862
445	0.1122976272
446	0.1122906789
447	0.1122834172
448	0.112283039
449	0.1122727976
450	0.1122652994
451	0.112256969
452	0.1122406306
453	0.1122403123
454	0.1122336031
455	0.1122243493
456	0.1122156395
457	0.1122156051
458	0.1122070894
459	0.1121978373
460	0.1121909966
461	0.1121909047
462	0.1121786607
463	0.1121712268
464	0.112157695
465	0.1121526247
466	0.1121525459
467	0.1121521451
468	0.1121470435
469	0.1121392001
470	0.1121391421
471	0.1121314075
472	0.1121219389
473	0.1121131517
474	0.1121071925
475	0.11209977
476	0.1120878767
477	0.1120865123
478	0.1120817455
479	0.1120747988
480	0.1120645021
481	0.1120563858
482	0.1120471097
483	0.1120375958
484	0.1120314303
485	0.112031212
486	0.1120229595
487	0.1120162933
488	0.1120126296
489	0.1120124191
490	0.1119949616
491	0.1119915217
492	0.1119832661
493	0.1119732683
494	0.1119679054
495	0.1119676681
496	0.1119614267
497	0.1119552923
498	0.1119503804
499	0.11194268
500	0.1119353061
501	0.1119218732
502	0.1119216711
503	0.1119107478
504	0.1119010625
505	0.1118930068
506	0.1118862643
507	0.1118818219
508	0.1118815395
509	0.1118814335
510	0.1118705473
511	0.1118611489
512	0.1118521881
513	0.1118436683
514	0.1118346888
515	0.1118313192
516	0.1118291948
517	0.1118231609
518	0.1118125676
519	0.1118030807
520	0.1118028523
521	0.1117956143
522	0.111788196
523	0.111787988
524	0.1117878993
525	0.1117839317
526	0.1117837607
527	0.1117835479
528	0.1117835121
529	0.1117833176
530	0.111783199
531	0.1117798927
532	0.1117796983
533	0.111772841
534	0.1117705543
535	0.1117704995
536	0.1117702997
537	0.1117638917
538	0.1117580635
539	0.1117580038
540	0.1117536117
541	0.1117492347
542	0.1117396881
543	0.1117303794
544	0.1117169946
545	0.1117168065
546	0.1117035798
547	0.1117035214
548	0.1116982671
549	0.1116876847
550	0.1116788122
551	0.1116724974
552	0.1116629555
553	0.1116555848
554	0.1116546346
555	0.111654572
556	0.1116475773
557	0.1116401566
558	0.1116399205
559	0.1116341069
560	0.1116232344
561	0.1116171112
562	0.111610528
563	0.1116002706
564	0.1115931616
565	0.1115831952
566	0.1115751347
567	0.1115704074
568	0.1115703721
569	0.1115621548
570	0.1115572207
571	0.1115473225
572	0.1115394581
573	0.1115352507
574	0.1115241563
575	0.1115155265
576	0.111515347
577	0.1115152469
578	0.1115088549
579	0.111508467
580	0.1115082692
581	0.1115003117
582	0.1114861348
583	0.1114786467
584	0.1114717355
585	0.1114657688
586	0.111459916
587	0.111449204
588	0.1114391285
589	0.1114328843
590	0.1114221027
591	0.1114213176
592	0.1114119998
593	0.111403878
594	0.1113945268
595	0.1113884534
596	0.1113810941
597	0.1113715088
598	0.1113607131
599	0.1113585275
600	0.1113583654
601	0.1113510306
602	0.1113431129
603	0.1113331933
604	0.1113297048
605	0.1113234484
606	0.1113157234
607	0.1113049012
608	0.1113047347
609	0.1112952273
610	0.111289843
611	0.1112896001
612	0.1112830942
613	0.1112745376
614	0.1112683863
615	0.1112682487
616	0.11126822
617	0.1112657517
618	0.1112597027
619	0.1112483806
620	0.1112418393
621	0.1112319571
622	0.1112317288
623	0.1112253173
624	0.1112184695
625	0.1112133195
626	0.1112058174
627	0.1111903658
628	0.1111789309
629	0.1111701807
630	0.1111609666
631	0.1111529858
632	0.1111462178
633	0.1111458123
634	0.1111361331
635	0.1111279721
636	0.1111195739
637	0.1111119707
638	0.111109204
639	0.1111017229
640	0.1110958904
641	0.111089133
642	0.1110824665
643	0.1110781565
644	0.1110710186
645	0.1110637071
646	0.1110526842
647	0.111044326
648	0.111038848
649	0.1110336648
650	0.111025805
651	0.1110257289
652	0.1110195639
653	0.1110194919
654	0.1110139644
655	0.1110079217
656	0.1110015176
657	0.1109956417
658	0.1109905147
659	0.1109846598
660	0.1109722007
661	0.1109638592
662	0.110955873
663	0.1109500162
664	0.1109450128
665	0.1109411129
666	0.1109409993
667	0.110931943
668	0.1109247776
669	0.1109204047
670	0.110914923
671	0.110910052
672	0.1109039946
673	0.1108957193
674	0.1108956243
675	0.1108886833
676	0.1108864042
677	0.1108767101
678	0.1108766388
679	0.1108642825
680	0.1108537713
681	0.1108473131
682	0.1108420005
683	0.1108349874
684	0.1108275421
685	0.110827351
686	0.1108209339
687	0.1108208452
688	0.1108149481
689	0.1108149271
690	0.1108080634
691	0.1108018641
692	0.1107927095
693	0.1107840605
694	0.1107730782
695	0.110770207
696	0.1107632703
697	0.1107583159
698	0.1107516531
699	0.1107450985
700	0.110729974
701	0.1107222601
702	0.1107220515
703	0.1107169832
704	0.1107114887
705	0.1107053162
706	0.1107006654
707	0.1106958066
708	0.1106955327
709	0.1106888807
710	0.1106887178
711	0.1106885153
712	0.1106821517
713	0.110669699
714	0.1106617862
715	0.1106556813
716	0.1106439602
717	0.1106372624
718	0.1106370443
719	0.1106299037
720	0.1106213512
721	0.1106170869
722	0.1106128517
723	0.1106127873
724	0.11061007
725	0.1106094226
726	0.1106033915
727	0.1105932234
728	0.1105923936
729	0.110584609
730	0.1105845508
731	0.1105793941
732	0.1105757287
733	0.1105699519
734	0.110564476
735	0.1105575212
736	0.1105499607
737	0.1105447426
738	0.1105445668
739	0.1105394284
740	0.1105392405
741	0.1105389479
742	0.1105340596
743	0.11053303
744	0.1105264247
745	0.1105218072
746	0.1105213334
747	0.1105133506
748	0.1105077483
749	0.1105011691
750	0.1104970089
751	0.1104864882
752	0.1104785381
753	0.1104716415
754	0.110465902
755	0.1104547808
756	0.1104499757
757	0.1104453346
758	0.1104422736
759	0.1104360587
760	0.1104295827
761	0.1104222006
762	0.1104220545
763	0.1104190831
764	0.1104142978
765	0.1104062502
766	0.1103997294
767	0.1103953479
768	0.1103898646
769	0.110389073
770	0.1103815708
771	0.1103744418
772	0.1103671067
773	0.1103601107
774	0.1103591608
775	0.1103542238
776	0.1103539482
777	0.110347088
778	0.1103463285
779	0.1103416595
780	0.1103393313
781	0.1103365376
782	0.1103291432
783	0.1103240163
784	0.1103196119
785	0.1103096425
786	0.1103095918
787	0.1103036169
788	0.1102989569
789	0.1102940043
790	0.1102877307
791	0.1102830227
792	0.110275708
793	0.1102721236
794	0.1102678201
795	0.1102628981
796	0.1102628079
797	0.1102593861
798	0.110255194
799	0.1102530703
800	0.1102474252
801	0.1102401968
802	0.1102400345
803	0.1102345102
804	0.1102343144
805	0.1102249178
806	0.1102159353
807	0.1102016907
808	0.1101934284
809	0.1101903786
810	0.1101817215
811	0.110181627
812	0.1101763919
813	0.1101681558
814	0.1101581097
815	0.1101540537
816	0.110148356
817	0.1101417175
818	0.1101360797
819	0.110130397
820	0.110122347
821	0.110117239
822	0.1101089814
823	0.1101055822
824	0.1101024083
825	0.1100981816
826	0.1100954398
827	0.1100914432
828	0.1100872785
829	0.1100809547
830	0.1100803489
831	0.1100737356
832	0.1100683968
833	0.1100616731
834	0.1100563942
835	0.1100492005
836	0.1100489638
837	0.110039699
838	0.1100346364
839	0.1100306711
840	0.1100259196
841	0.1100209607
842	0.1100132929
843	0.1100082035
844	0.1100013395
845	0.1099963554
846	0.1099961805
847	0.1099912209
848	0.1099852547
849	0.1099771292
850	0.1099715624
851	0.1099658373
852	0.1099568948
853	0.109946898
854	0.109942502
855	0.1099397089
856	0.1099325046
857	0.1099323495
858	0.1099290761
859	0.1099235425
860	0.1099191863
861	0.1099142963
862	0.1099081767
863	0.1099079443
864	0.1099027773
865	0.1098963098
866	0.1098910558
867	0.1098860125
868	0.1098803191
869	0.1098778222
870	0.1098701291
871	0.1098637051
872	0.1098606566
873	0.1098543697
874	0.1098506488
875	0.1098390078
876	0.1098320016
877	0.1098288488
878	0.1098242901
879	0.1098236918
880	0.1098148635
881	0.1098103855
882	0.1098030045
883	0.1097974693
884	0.1097891225
885	0.1097858225
886	0.1097799223
887	0.1097691986
888	0.109764291
889	0.1097633411
890	0.1097586921
891	0.1097529304
892	0.1097492941
893	0.109745152
894	0.109742765
895	0.109738738
896	0.1097382999
897	0.1097353308
898	0.109728438
899	0.10972234
900	0.1097194206
901	0.109714233
902	0.1097080652
903	0.1097010743
904	0.1096938599
905	0.1096915103
906	0.10968633
907	0.1096813247
908	0.1096740254
909	0.1096709621
910	0.1096707448
911	0.1096678165
912	0.1096628763
913	0.1096580312
914	0.109657233
915	0.1096502233
916	0.1096401214
917	0.1096334116
918	0.1096322683
919	0.1096286881
920	0.1096232745
921	0.1096185401
922	0.1096133071
923	0.1096131441
924	0.1096083723
925	0.109603503
926	0.1095974587
927	0.1095934456
928	0.1095905192
929	0.1095879238
930	0.1095829857
931	0.1095821663
932	0.1095787415
933	0.1095718444
934	0.109564816
935	0.1095618773
936	0.1095577356
937	0.1095535958
938	0.1095527672
939	0.1095494841
940	0.109548921
941	0.1095432733
942	0.1095378142
943	0.1095311604
944	0.109526453
945	0.1095211833
946	0.1095210872
947	0.1095169806
948	0.1095128941
949	0.1095086984
950	0.1095074653
951	0.109503401
952	0.1094991714
953	0.1094939086
954	0.1094876367
955	0.1094816374
956	0.1094760029
957	0.1094740347
958	0.1094661933
959	0.109459654
960	0.1094561034
961	0.1094515254
962	0.1094473972
963	0.1094463824
964	0.1094356466
965	0.109432098
966	0.1094320404
967	0.1094270196
968	0.1094203695
969	0.1094200488
970	0.1094087527
971	0.1094029667
972	0.1093988203
973	0.1093970044
974	0.1093901333
975	0.1093883539
976	0.1093857024
977	0.1093769756
978	0.1093744313
979	0.1093714598
980	0.1093671042
981	0.1093618236
982	0.1093573771
983	0.1093531487
984	0.1093508211
985	0.1093507633
986	0.1093477281
987	0.1093448355
988	0.1093415602
989	0.1093365775
990	0.109334437
991	0.1093289054
992	0.1093286988
993	0.1093247873
994	0.1093218831
995	0.1093157855
996	0.1093119414
997	0.1093077002
998	0.1093025053
999	0.1093023002
1000	0.1092970525
1001	0.1092938863
1002	0.1092866798
1003	0.1092842817
1004	0.1092768921
1005	0.1092696774
1006	0.1092695584
1007	0.1092593951
1008	0.1092534578
1009	0.1092489593
1010	0.109245526
1011	0.109239566
1012	0.1092393753
1013	0.1092345815
1014	0.1092344944
1015	0.1092288575
1016	0.1092246807
1017	0.1092160674
1018	0.1092111796
1019	0.1092065659
1020	0.1092040016
1021	0.1092002301
1022	0.1091925078
1023	0.1091918216
1024	0.1091852937
1025	0.1091815616
1026	0.1091770056
1027	0.1091769305
1028	0.1091722069
1029	0.1091669861
1030	0.109154203
1031	0.1091463972
1032	0.1091427949
1033	0.1091347966
1034	0.1091314253
1035	0.1091259034
1036	0.109122355
1037	0.1091213647
1038	0.1091160179
1039	0.109111432
1040	0.109106413
1041	0.1090980602
1042	0.1090959842
1043	0.1090897876
1044	0.1090850121
1045	0.1090817977
1046	0.109074945
1047	0.1090740545
1048	0.109073855
1049	0.1090695902
1050	0.1090695232
1051	0.1090662532
1052	0.1090630508
1053	0.1090579282
1054	0.1090529759
1055	0.1090465536
1056	0.1090438154
1057	0.109043653
1058	0.1090408954
1059	0.1090366951
1060	0.1090323908
1061	0.109027278
1062	0.1090210333
1063	0.1090149065
1064	0.109014835
1065	0.1090102008
1066	0.1090036776
1067	0.1089957985
1068	0.108993152
1069	0.1089907344
1070	0.1089856595
1071	0.1089823245
1072	0.1089808109
1073	0.1089745069
1074	0.1089688189
1075	0.1089654125
1076	0.1089610432
1077	0.108952063
1078	0.1089426107
1079	0.1089367962
1080	0.1089320624
1081	0.1089284536
1082	0.108928391
1083	0.1089233865
1084	0.108923339
1085	0.1089193542
1086	0.1089147435
1087	0.1089144581
1088	0.108910712
1089	0.1089041648
1090	0.108896013
1091	0.1088894839
1092	0.1088815118
1093	0.1088778215
1094	0.1088736971
1095	0.1088698187
1096	0.1088627922
1097	0.1088586124
1098	0.1088562169
1099	0.1088524343
1100	0.1088508517
1101	0.1088451037
1102	0.1088400931
1103	0.1088335938
1104	0.1088323351
1105	0.1088226719
1106	0.1088172782
1107	0.1088137172
1108	0.1088103493
1109	0.1088054532
1110	0.1087994233
1111	0.1087932243
1112	0.1087899027
1113	0.1087787594
1114	0.1087718922
1115	0.1087659373
1116	0.1087593884
1117	0.1087571464
1118	0.1087478502
1119	0.1087420245
1120	0.1087372319
1121	0.1087322
1122	0.1087276004
1123	0.108723459
1124	0.108716829
1125	0.1087103332
1126	0.1087102984
1127	0.1087089752
1128	0.1087055098
1129	0.108700521
1130	0.1086993708
1131	0.1086954105
1132	0.1086902366
1133	0.1086868229
1134	0.1086845639
1135	0.1086799708
1136	0.1086716401
1137	0.1086671192
1138	0.1086627017
1139	0.1086595295
1140	0.1086535733
1141	0.1086457853
1142	0.1086425448
1143	0.10864195
1144	0.1086402474
1145	0.1086390798
1146	0.1086355703
1147	0.1086297946
1148	0.1086261881
1149	0.1086213155
1150	0.1086144649
1151	0.1086091836
1152	0.1086058108
1153	0.1086026751
1154	0.1086026113
1155	0.1085973624
1156	0.1085915782
1157	0.1085842877
1158	0.1085842137
1159	0.1085812746
1160	0.1085768639
1161	0.1085700254
1162	0.1085642079
1163	0.1085605903
1164	0.1085538054
1165	0.108552204
1166	0.1085485022
1167	0.1085476897
1168	0.1085442262
1169	0.1085412338
1170	0.1085354239
1171	0.1085332052
1172	0.1085269498
1173	0.1085224472
1174	0.1085206534
1175	0.1085205914
1176	0.108516
1177	0.1085159644
1178	0.1085114228
1179	0.1085083216
1180	0.1085035756
1181	0.1084985423
1182	0.1084954516
1183	0.1084924505
1184	0.1084922573
1185	0.108489533
1186	0.1084832755
1187	0.1084787681
1188	0.1084786883
1189	0.1084738442
1190	0.1084736195
1191	0.1084723371
1192	0.1084696154
1193	0.1084676065
1194	0.1084671192
1195	0.108462769
1196	0.1084612873
1197	0.1084570547
1198	0.1084523211
1199	0.1084477776
1200	0.108445597
1201	0.1084455254
1202	0.108437761
1203	0.1084350997
1204	0.1084348918
1205	0.1084322682
1206	0.1084305417
1207	0.1084233492
1208	0.1084154444
1209	0.1084150825
1210	0.108411078
1211	0.1084083109
1212	0.1084041712
1213	0.1084041024
1214	0.1084012079
1215	0.1084011502
1216	0.108396122
1217	0.1083925696
1218	0.108392515
1219	0.1083849004
1220	0.1083808609
1221	0.1083753844
1222	0.1083733647
1223	0.1083674612
1224	0.108365002
1225	0.1083615678
1226	0.1083607325
1227	0.1083553387
1228	0.1083511033
1229	0.1083507581
1230	0.1083507566
1231	0.1083477615
1232	0.1083429125
1233	0.1083364031
1234	0.1083336339
1235	0.1083262153
1236	0.1083189204
1237	0.1083110001
1238	0.1083109221
1239	0.1083069574
1240	0.1083033843
1241	0.108297423
1242	0.108291393
1243	0.1082893971
1244	0.1082891153
1245	0.108281974
1246	0.1082810398
1247	0.1082778232
1248	0.1082771603
1249	0.1082701768
