iter	Passed	Remaining
292	63166	152419
293	63384	152208
294	63592	151974
295	63793	151725
296	64013	151519
297	64227	151300
298	64445	151090
299	64667	150890
300	64898	150711
301	65098	150459
302	65315	150247
303	65529	150027
304	65743	149808
305	65957	149589
306	66165	149357
307	66388	149158
308	66592	148916
309	66815	148718
310	67038	148520
311	67241	148276
312	67463	148075
313	67685	147874
314	67890	147635
315	68121	147452
316	68337	147238
317	68547	147010
318	68722	146708
319	68937	146492
320	69172	146319
321	69371	146067
322	69592	145864
323	69814	145661
324	70025	145438
325	70265	145273
326	70481	145058
327	70695	144840
328	70877	144555
329	71097	144349
330	71322	144153
331	71533	143928
332	71760	143735
333	71969	143508
334	72197	143317
335	72423	143122
336	72628	142885
337	72840	142664
338	73066	142468
339	73273	142237
340	73503	142048
341	73712	141820
342	73899	141550
343	74104	141316
344	74325	141110
345	74553	140919
346	74756	140680
347	74974	140470
348	75196	140266
349	75422	140069
350	75639	139857
351	75814	139567
352	76041	139372
353	76258	139160
354	76475	138948
355	76696	138742
356	76894	138496
357	77119	138297
358	77307	138034
359	77532	137836
360	77753	137630
361	77968	137414
362	78180	137192
363	78409	137001
364	78612	136764
365	78851	136588
366	78986	136235
367	79201	136019
368	79414	135801
369	79615	135560
370	79836	135355
371	80006	135065
372	80177	134774
373	80404	134580
374	80587	134312
375	80806	134104
376	81012	133874
377	81231	133666
378	81435	133433
379	81636	133196
380	81783	132871
381	81913	132519
382	82130	132309
383	82329	132069
384	82545	131858
385	82772	131664
386	82981	131440
387	83163	131176
388	83369	130947
389	83575	130720
390	83800	130523
391	84002	130289
392	84223	130086
393	84442	129878
394	84674	129690
395	84882	129467
396	85048	129179
397	85260	128962
398	85481	128758
399	85693	128540
400	85853	128245
401	86055	128013
402	86272	127802
403	86510	127623
404	86657	127311
405	86889	127124
406	87096	126900
407	87316	126694
408	87539	126493
409	87744	126266
410	87971	126071
411	88180	125849
412	88357	125582
413	88573	125372
414	88780	125148
415	89015	124964
416	89241	124766
417	89457	124555
418	89642	124300
419	89852	124082
420	90037	123828
421	90249	123612
422	90459	123392
423	90687	123198
424	90915	123003
425	91124	122782
426	91339	122569
427	91520	122312
428	91743	122110
429	91957	121897
430	92196	121716
431	92398	121486
432	92575	121224
433	92787	121008
434	93002	120796
435	93214	120580
436	93412	120346
437	93638	120148
438	93859	119944
439	94074	119731
440	94302	119534
441	94470	119263
442	94679	119044
443	94890	118826
444	95107	118617
445	95328	118412
446	95503	118151
447	95731	117954
448	95949	117746
449	96101	117457
450	96325	117257
451	96548	117054
452	96779	116861
453	96991	116646
454	97225	116456
455	97421	116221
456	97638	116012
457	97866	115815
458	98098	115623
459	98305	115402
460	98468	115129
461	98675	114907
462	98897	114704
463	99080	114455
464	99295	114242
465	99523	114045
466	99741	113837
467	99962	113632
468	100183	113427
469	100357	113169
470	100557	112939
471	100757	112712
472	100970	112497
473	101189	112290
474	101406	112080
475	101644	111894
476	101854	111677
477	102063	111458
478	102282	111251
479	102515	111058
480	102759	110877
481	102968	110658
482	103200	110465
483	103419	110257
484	103646	110057
485	103873	109857
486	104051	109606
487	104275	109403
488	104484	109185
489	104703	108977
490	104934	108781
491	105165	108585
492	105395	108388
493	105612	108177
494	105844	107982
495	106065	107776
496	106273	107556
497	106471	107326
498	106670	107097
499	106888	106888
500	107041	106613
501	107246	106392
502	107455	106174
503	107667	105958
504	107899	105763
505	108143	105578
506	108358	105366
507	108566	105146
508	108739	104894
509	108962	104689
510	109190	104489
511	109389	104261
512	109570	104017
513	109785	103804
514	110025	103615
515	110231	103395
516	110433	103170
517	110608	102921
518	110829	102714
519	111033	102492
520	111240	102273
521	111430	102037
522	111641	101822
523	111854	101608
524	112071	101397
525	112298	101196
526	112504	100976
527	112656	100707
528	112870	100495
529	113099	100296
530	113297	100068
531	113472	99821
532	113695	99617
533	113904	99400
534	114059	99136
535	114285	98933
536	114487	98710
537	114706	98502
538	114928	98296
539	115146	98087
540	115360	97875
541	115575	97663
542	115781	97444
543	116004	97239
544	116226	97032
545	116415	96799
546	116617	96577
547	116794	96334
548	116995	96111
549	117211	95900
550	117426	95688
551	117624	95463
552	117837	95250
553	118016	95009
554	118242	94807
555	118458	94596
556	118629	94350
557	118842	94137
558	119031	93905
559	119238	93687
560	119464	93484
561	119671	93267
562	119879	93050
563	120087	92833
564	120271	92598
565	120499	92396
566	120706	92179
567	120913	91962
568	121132	91754
569	121302	91509
570	121532	91308
571	121748	91098
572	121959	90884
573	122176	90674
574	122411	90478
575	122637	90274
576	122844	90057
577	123070	89854
578	123277	89636
579	123496	89428
580	123729	89230
581	123902	88988
582	124142	88794
583	124366	88589
584	124579	88376
585	124803	88171
586	125007	87952
587	125232	87747
588	125451	87538
589	125638	87308
590	125857	87099
591	126082	86895
592	126287	86676
593	126519	86476
594	126740	86268
595	126987	86079
596	127213	85874
597	127400	85644
598	127611	85429
599	127827	85218
600	128065	85021
601	128288	84815
602	128517	84612
603	128750	84412
604	128947	84188
605	129173	83984
606	129384	83769
607	129584	83547
608	129762	83311
609	129956	83087
610	130186	82884
611	130397	82670
612	130615	82460
613	130800	82229
614	131020	82021
615	131241	81812
616	131449	81596
617	131654	81378
618	131858	81160
619	132080	80952
620	132313	80751
621	132512	80530
622	132741	80326
623	132961	80117
624	133169	79901
625	133421	79712
626	133623	79492
627	133858	79292
628	134078	79082
629	134280	78863
630	134505	78657
631	134737	78454
632	134916	78221
633	135142	78015
634	135378	77815
635	135624	77621
636	135805	77390
637	136043	77190
638	136262	76980
639	136480	76770
640	136715	76569
641	136936	76360
642	137162	76153
643	137357	75930
644	137580	75722
645	137769	75495
646	137978	75280
647	138225	75085
648	138441	74873
649	138649	74657
650	138876	74451
651	139085	74235
652	139304	74025
653	139525	73816
654	139732	73599
655	139921	73373
656	140121	73153
657	140335	72940
658	140519	72712
659	140736	72500
660	140950	72287
661	141160	72073
662	141386	71865
663	141604	71655
664	141810	71438
665	141999	71213
666	142206	70996
667	142418	70782
668	142624	70566
669	142834	70351
670	143069	70148
671	143277	69933
672	143455	69702
673	143686	69498
674	143920	69294
675	144172	69100
676	144383	68886
677	144611	68679
678	144838	68472
679	145067	68267
680	145288	68057
681	145492	67839
682	145721	67633
683	145960	67431
684	146193	67227
685	146436	67027
686	146576	66781
687	146765	66556
688	146998	66351
689	147229	66146
690	147478	65949
691	147685	65732
692	147881	65511
693	148105	65302
694	148323	65091
695	148565	64890
696	148741	64661
697	148976	64456
698	149203	64249
699	149417	64036
700	149634	63824
701	149813	63595
702	150018	63379
703	150221	63161
704	150394	62931
705	150610	62718
706	150813	62501
707	150986	62271
708	151188	62053
709	151396	61838
710	151599	61620
711	151772	61390
712	151993	61181
713	152218	60972
714	152428	60758
715	152680	60560
716	152892	60346
717	153127	60142
718	153350	59932
719	153575	59723
720	153814	59520
721	153984	59290
722	154224	59087
723	154446	58877
724	154623	58650
725	154882	58454
726	155094	58240
727	155295	58022
728	155496	57804
729	155703	57589
730	155934	57382
731	156146	57168
732	156349	56951
733	156483	56709
734	156684	56491
735	156909	56282
736	157114	56066
737	157325	55852
738	157509	55629
739	157680	55401
740	157900	55190
741	158106	54975
742	158285	54750
743	158459	54523
744	158678	54312
745	158893	54100
746	159096	53884
747	159297	53667
748	159502	53451
749	159718	53239
750	159873	53007
751	160072	52789
752	160203	52550
753	160419	52338
754	160594	52113
755	160807	51900
756	161005	51683
757	161177	51457
758	161376	51240
759	161586	51027
760	161799	50814
761	161998	50597
762	162175	50374
763	162372	50157
764	162594	49947
765	162808	49735
766	163012	49519
767	163217	49305
768	163432	49093
769	163648	48882
770	163863	48670
771	164075	48457
772	164262	48237
773	164469	48023
774	164671	47807
775	164895	47598
776	165103	47384
777	165305	47169
778	165487	46948
779	165699	46735
780	165924	46526
781	166118	46309
782	166323	46094
783	166525	45879
784	166732	45665
785	166880	45435
786	167084	45221
787	167258	44998
788	167468	44785
789	167683	44574
790	167920	44368
791	168115	44151
792	168323	43938
793	168529	43724
794	168736	43510
795	168916	43290
796	169111	43073
797	169321	42860
798	169525	42646
799	169747	42436
800	169964	42225
801	170131	42002
802	170341	41789
803	170539	41574
804	170745	41360
805	170958	41148
806	171178	40938
807	171378	40723
808	171573	40507
809	171783	40294
810	172006	40085
811	172132	39853
812	172305	39632
813	172481	39412
814	172692	39200
815	172916	38990
816	173117	38776
817	173327	38564
818	173533	38351
819	173740	38138
820	173931	37921
821	174143	37709
822	174353	37497
823	174565	37285
824	174762	37070
825	174981	36860
826	175181	36646
827	175385	36432
828	175588	36219
829	175788	36004
830	175994	35791
831	176207	35580
832	176423	35369
833	176624	35155
834	176791	34934
835	177016	34725
836	177214	34511
837	177410	34296
838	177581	34076
839	177787	33864
840	178019	33656
841	178229	33444
842	178400	33225
843	178569	33005
844	178771	32792
845	178992	32582
846	179187	32367
847	179393	32155
848	179567	31937
849	179767	31723
850	179997	31515
851	180205	31303
852	180410	31090
853	180608	30876
854	180809	30663
855	181041	30455
856	181246	30242
857	181439	30028
858	181611	29810
859	181818	29598
860	182048	29389
861	182271	29180
862	182404	28956
863	182617	28745
864	182824	28533
865	183052	28324
866	183260	28112
867	183436	27895
868	183639	27683
869	183845	27471
870	184019	27254
871	184228	27042
872	184429	26829
873	184635	26617
874	184832	26404
875	185044	26193
876	185267	25983
877	185472	25771
878	185680	25560
879	185813	25338
880	186019	25126
881	186189	24909
882	186360	24693
883	186531	24476
884	186730	24264
885	186939	24053
886	187144	23841
887	187340	23628
888	187530	23414
889	187700	23198
890	187938	22991
891	188152	22780
892	188359	22569
893	188558	22357
894	188760	22145
895	188977	21934
896	189140	21718
897	189324	21504
898	189527	21292
899	189738	21082
900	189971	20873
901	190181	20662
902	190354	20447
903	190525	20232
904	190731	20021
905	190910	19807
906	191103	19594
907	191274	19380
908	191488	19169
909	191704	18959
910	191890	18746
911	192094	18535
912	192303	18324
913	192513	18113
914	192691	17900
915	192847	17684
916	193057	17474
917	193252	17262
918	193445	17050
919	193648	16839
920	193869	16629
921	194080	16418
922	194281	16207
923	194483	15996
924	194697	15786
925	194910	15576
926	195042	15359
927	195202	15144
928	195419	14935
929	195620	14724
930	195838	14514
931	196036	14303
932	196243	14092
933	196457	13882
934	196674	13672
935	196895	13462
936	197096	13251
937	197301	13041
938	197519	12831
939	197737	12621
940	197974	12412
941	198185	12202
942	198367	11990
943	198571	11779
944	198782	11569
945	198997	11359
946	199199	11148
947	199384	10936
948	199566	10724
949	199744	10512
950	199956	10302
951	200128	10090
952	200355	9881
953	200560	9670
954	200786	9461
955	201007	9251
956	201220	9041
957	201390	8829
958	201597	8618
959	201812	8408
960	202019	8198
961	202230	7988
962	202434	7777
963	202650	7567
964	202860	7357
965	203046	7146
966	203252	6936
967	203472	6726
968	203676	6515
969	203852	6304
970	204063	6094
971	204270	5884
972	204473	5673
973	204674	5463
974	204848	5252
975	205056	5042
976	205259	4832
977	205473	4622
978	205657	4411
979	205859	4201
980	206051	3990
981	206260	3780
982	206473	3570
983	206678	3360
984	206893	3150
985	207048	2939
986	207246	2729
987	207447	2519
988	207652	2309
989	207862	2099
990	208070	1889
991	208268	1679
992	208445	1469
993	208647	1259
994	208820	1049
995	209036	839
996	209241	629
997	209410	419
998	209608	209
999	209825	0
