iter	Logloss
0	0.612779854
5	0.356217235
10	0.2392769149
15	0.1847319043
20	0.1574670198
25	0.1428633669
30	0.1352200324
35	0.1303650379
40	0.1272945518
45	0.1252809377
50	0.1240220261
55	0.1229247176
60	0.1220829181
65	0.1214148059
70	0.1208979798
75	0.1203675233
80	0.1199578696
85	0.1195724493
90	0.1192565584
95	0.1189453973
100	0.1186232435
105	0.1184055463
110	0.1181577687
115	0.1179122389
120	0.1176981151
125	0.1175089652
130	0.1173424504
135	0.1171600702
140	0.1170079005
145	0.1168828747
150	0.1167416847
155	0.1165909443
160	0.1164689591
165	0.1163610851
170	0.1162547053
175	0.1161269118
180	0.1160479229
185	0.1159590587
190	0.1158451296
195	0.1157746255
200	0.1156877234
205	0.1156170504
210	0.1155371129
215	0.1154543558
220	0.1153694287
225	0.1153095405
230	0.1152330204
235	0.115181903
240	0.1151090731
245	0.1150503284
250	0.1149904402
255	0.114928655
260	0.1148736915
265	0.1148214177
270	0.1147888294
275	0.1147346844
280	0.1146994714
285	0.1146472106
290	0.1145994975
295	0.1145578526
300	0.1145119847
305	0.1144738611
310	0.1144392847
315	0.1143819563
320	0.1143326971
325	0.114295483
330	0.1142399477
335	0.1141767332
340	0.1141497712
345	0.1141163643
350	0.1140644932
355	0.1140446388
360	0.1140205354
365	0.113992404
370	0.1139641556
375	0.1139345558
380	0.1138962373
385	0.1138628823
390	0.1138292416
395	0.1137811907
400	0.1137582567
405	0.1137076071
410	0.113676799
415	0.1136339586
420	0.1136147669
425	0.1135886234
430	0.1135658324
435	0.1135323995
440	0.1135114926
445	0.1134823736
